Record Length;2,50E+03;;-0,12;0,008
Sample Interval;1,00E-03;;-0,119;0,008
Trigger Point;1,20E+02;;-0,118;0,008
;;;-0,117;0,008
;;;-0,116;0,008
;;;-0,115;0,008
Source;CH2;;-0,114;0,008
Vertical Units;V;;-0,113;0,008
Vertical Scale;2,00E-01;;-0,112;0,008
Vertical Offset;-7,20E-01;;-0,111;0,008
Horizontal Units;s;;-0,11;0,008
Horizontal Scale;2,50E-01;;-0,109;0,008
Pt Fmt;Y;;-0,108;0,008
Yzero;0,00E+00;;-0,107;0,008
Probe Atten;1,00E+00;;-0,106;0,008
Model Number;TBS1052B-EDU;;-0,105;0,008
Serial Number;C012440;;-0,104;0,008
Firmware Version;FV:v4.0;;-0,103;0,008
;;;-0,102;0,008
;;;-0,101;0,008
;;;-0,1;0,008
;;;-0,099;0,008
;;;-0,098;0,008
;;;-0,097;0,008
;;;-0,096;0,008
;;;-0,095;0,008
;;;-0,094;0,008
;;;-0,093;0,008
;;;-0,092;0,008
;;;-0,091;0,008
;;;-0,09;0,008
;;;-0,089;0,008
;;;-0,088;0,008
;;;-0,087;0,008
;;;-0,086;0,008
;;;-0,085;0,008
;;;-0,084;0,008
;;;-0,083;0,008
;;;-0,082;0,008
;;;-0,081;0,008
;;;-0,08;0,008
;;;-0,079;0,008
;;;-0,078;0,008
;;;-0,077;0,008
;;;-0,076;0,008
;;;-0,075;0,008
;;;-0,074;0,008
;;;-0,073;0,008
;;;-0,072;0,008
;;;-0,071;0,008
;;;-0,07;0,008
;;;-0,069;0,008
;;;-0,068;0,008
;;;-0,067;0,008
;;;-0,066;0,008
;;;-0,065;0,008
;;;-0,064;0,008
;;;-0,063;0,008
;;;-0,062;0,008
;;;-0,061;0,008
;;;-0,06;0,008
;;;-0,059;0,008
;;;-0,058;0,008
;;;-0,057;0,008
;;;-0,056;0,008
;;;-0,055;0,008
;;;-0,054;0,008
;;;-0,053;0,008
;;;-0,052;0
;;;-0,051;0,008
;;;-0,05;0,008
;;;-0,049;0,008
;;;-0,048;0,008
;;;-0,047;0,008
;;;-0,046;0,008
;;;-0,045;0,008
;;;-0,044;0,008
;;;-0,043;0,008
;;;-0,042;0,008
;;;-0,041;0,008
;;;-0,04;0,008
;;;-0,039;0,008
;;;-0,038;0,008
;;;-0,037;0,008
;;;-0,036;0,008
;;;-0,035;0,008
;;;-0,034;0,008
;;;-0,033;0,008
;;;-0,032;0
;;;-0,031;0,008
;;;-0,03;0,008
;;;-0,029;0,008
;;;-0,028;0,008
;;;-0,027;0,008
;;;-0,026;0,008
;;;-0,025;0,008
;;;-0,024;0,008
;;;-0,023;0,008
;;;-0,022;0,008
;;;-0,021;0
;;;-0,02;0,008
;;;-0,019;0,008
;;;-0,018;0,008
;;;-0,017;0,008
;;;-0,016;0,008
;;;-0,015;0
;;;-0,014;0,008
;;;-0,013;0,008
;;;-0,012;0,008
;;;-0,011;0,008
;;;-0,01;0,008
;;;-0,009;0,016
;;;-0,008;0,008
;;;-0,007;0,008
;;;-0,006;0,008
;;;-0,005;0,008
;;;-0,004;0,008
;;;-0,003;0,008
;;;-0,002;0,008
;;;-0,001;0,008
;;;0;0,016
;;;0,001;0,024
;;;0,002;0,024
;;;0,003;0,024
;;;0,004;0,032
;;;0,005;0,04
;;;0,006;0,04
;;;0,007;0,048
;;;0,008;0,048
;;;0,009;0,056
;;;0,01;0,056
;;;0,011;0,064
;;;0,012;0,064
;;;0,013;0,072
;;;0,014;0,08
;;;0,015;0,08
;;;0,016;0,088
;;;0,017;0,088
;;;0,018;0,088
;;;0,019;0,096
;;;0,02;0,104
;;;0,021;0,104
;;;0,022;0,112
;;;0,023;0,112
;;;0,024;0,112
;;;0,025;0,12
;;;0,026;0,12
;;;0,027;0,128
;;;0,028;0,128
;;;0,029;0,136
;;;0,03;0,136
;;;0,031;0,144
;;;0,032;0,144
;;;0,033;0,152
;;;0,034;0,152
;;;0,035;0,152
;;;0,036;0,16
;;;0,037;0,16
;;;0,038;0,168
;;;0,039;0,176
;;;0,04;0,176
;;;0,041;0,176
;;;0,042;0,184
;;;0,043;0,192
;;;0,044;0,192
;;;0,045;0,2
;;;0,046;0,2
;;;0,047;0,2
;;;0,048;0,208
;;;0,049;0,208
;;;0,05;0,216
;;;0,051;0,216
;;;0,052;0,216
;;;0,053;0,224
;;;0,054;0,224
;;;0,055;0,232
;;;0,056;0,232
;;;0,057;0,232
;;;0,058;0,24
;;;0,059;0,24
;;;0,06;0,24
;;;0,061;0,248
;;;0,062;0,248
;;;0,063;0,256
;;;0,064;0,264
;;;0,065;0,264
;;;0,066;0,264
;;;0,067;0,272
;;;0,068;0,272
;;;0,069;0,272
;;;0,07;0,28
;;;0,071;0,28
;;;0,072;0,28
;;;0,073;0,288
;;;0,074;0,288
;;;0,075;0,296
;;;0,076;0,296
;;;0,077;0,296
;;;0,078;0,304
;;;0,079;0,304
;;;0,08;0,304
;;;0,081;0,312
;;;0,082;0,312
;;;0,083;0,312
;;;0,084;0,32
;;;0,085;0,32
;;;0,086;0,328
;;;0,087;0,328
;;;0,088;0,328
;;;0,089;0,336
;;;0,09;0,336
;;;0,091;0,344
;;;0,092;0,344
;;;0,093;0,344
;;;0,094;0,352
;;;0,095;0,352
;;;0,096;0,352
;;;0,097;0,36
;;;0,098;0,36
;;;0,099;0,368
;;;0,1;0,368
;;;0,101;0,376
;;;0,102;0,376
;;;0,103;0,376
;;;0,104;0,384
;;;0,105;0,384
;;;0,106;0,384
;;;0,107;0,384
;;;0,108;0,384
;;;0,109;0,392
;;;0,11;0,392
;;;0,111;0,4
;;;0,112;0,4
;;;0,113;0,4
;;;0,114;0,4
;;;0,115;0,408
;;;0,116;0,408
;;;0,117;0,408
;;;0,118;0,416
;;;0,119;0,416
;;;0,12;0,416
;;;0,121;0,416
;;;0,122;0,424
;;;0,123;0,424
;;;0,124;0,432
;;;0,125;0,432
;;;0,126;0,44
;;;0,127;0,432
;;;0,128;0,44
;;;0,129;0,44
;;;0,13;0,448
;;;0,131;0,448
;;;0,132;0,448
;;;0,133;0,456
;;;0,134;0,456
;;;0,135;0,456
;;;0,136;0,456
;;;0,137;0,456
;;;0,138;0,464
;;;0,139;0,464
;;;0,14;0,464
;;;0,141;0,472
;;;0,142;0,472
;;;0,143;0,472
;;;0,144;0,472
;;;0,145;0,48
;;;0,146;0,48
;;;0,147;0,488
;;;0,148;0,488
;;;0,149;0,488
;;;0,15;0,496
;;;0,151;0,496
;;;0,152;0,496
;;;0,153;0,504
;;;0,154;0,504
;;;0,155;0,504
;;;0,156;0,504
;;;0,157;0,504
;;;0,158;0,512
;;;0,159;0,512
;;;0,16;0,512
;;;0,161;0,512
;;;0,162;0,512
;;;0,163;0,52
;;;0,164;0,52
;;;0,165;0,52
;;;0,166;0,528
;;;0,167;0,528
;;;0,168;0,528
;;;0,169;0,528
;;;0,17;0,536
;;;0,171;0,536
;;;0,172;0,536
;;;0,173;0,536
;;;0,174;0,536
;;;0,175;0,544
;;;0,176;0,544
;;;0,177;0,544
;;;0,178;0,552
;;;0,179;0,552
;;;0,18;0,552
;;;0,181;0,552
;;;0,182;0,56
;;;0,183;0,56
;;;0,184;0,56
;;;0,185;0,56
;;;0,186;0,568
;;;0,187;0,568
;;;0,188;0,568
;;;0,189;0,568
;;;0,19;0,576
;;;0,191;0,576
;;;0,192;0,576
;;;0,193;0,576
;;;0,194;0,576
;;;0,195;0,584
;;;0,196;0,584
;;;0,197;0,584
;;;0,198;0,592
;;;0,199;0,592
;;;0,2;0,592
;;;0,201;0,592
;;;0,202;0,592
;;;0,203;0,6
;;;0,204;0,6
;;;0,205;0,6
;;;0,206;0,6
;;;0,207;0,6
;;;0,208;0,608
;;;0,209;0,608
;;;0,21;0,608
;;;0,211;0,608
;;;0,212;0,616
;;;0,213;0,616
;;;0,214;0,616
;;;0,215;0,616
;;;0,216;0,616
;;;0,217;0,616
;;;0,218;0,624
;;;0,219;0,624
;;;0,22;0,616
;;;0,221;0,624
;;;0,222;0,624
;;;0,223;0,624
;;;0,224;0,632
;;;0,225;0,632
;;;0,226;0,632
;;;0,227;0,632
;;;0,228;0,64
;;;0,229;0,632
;;;0,23;0,64
;;;0,231;0,64
;;;0,232;0,64
;;;0,233;0,648
;;;0,234;0,64
;;;0,235;0,648
;;;0,236;0,648
;;;0,237;0,648
;;;0,238;0,648
;;;0,239;0,656
;;;0,24;0,656
;;;0,241;0,656
;;;0,242;0,656
;;;0,243;0,664
;;;0,244;0,664
;;;0,245;0,664
;;;0,246;0,664
;;;0,247;0,664
;;;0,248;0,672
;;;0,249;0,672
;;;0,25;0,672
;;;0,251;0,672
;;;0,252;0,672
;;;0,253;0,672
;;;0,254;0,672
;;;0,255;0,672
;;;0,256;0,68
;;;0,257;0,68
;;;0,258;0,68
;;;0,259;0,68
;;;0,26;0,68
;;;0,261;0,688
;;;0,262;0,688
;;;0,263;0,688
;;;0,264;0,688
;;;0,265;0,688
;;;0,266;0,688
;;;0,267;0,696
;;;0,268;0,696
;;;0,269;0,696
;;;0,27;0,696
;;;0,271;0,696
;;;0,272;0,696
;;;0,273;0,704
;;;0,274;0,704
;;;0,275;0,704
;;;0,276;0,704
;;;0,277;0,712
;;;0,278;0,704
;;;0,279;0,712
;;;0,28;0,712
;;;0,281;0,712
;;;0,282;0,712
;;;0,283;0,712
;;;0,284;0,712
;;;0,285;0,72
;;;0,286;0,72
;;;0,287;0,72
;;;0,288;0,72
;;;0,289;0,72
;;;0,29;0,728
;;;0,291;0,72
;;;0,292;0,728
;;;0,293;0,728
;;;0,294;0,728
;;;0,295;0,736
;;;0,296;0,728
;;;0,297;0,736
;;;0,298;0,736
;;;0,299;0,736
;;;0,3;0,736
;;;0,301;0,736
;;;0,302;0,736
;;;0,303;0,736
;;;0,304;0,744
;;;0,305;0,744
;;;0,306;0,744
;;;0,307;0,744
;;;0,308;0,744
;;;0,309;0,744
;;;0,31;0,744
;;;0,311;0,752
